id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
2084,2018-02-20,H163,35373,36252,2.45,58,35689,35775,0.24,,2018-02-21 11:41:06.516179
2087,2018-02-20,K169,34924,36219,3.64,32,35563,35573,0.03,,2018-02-21 11:48:22.146976
2085,2018-02-20,K120,35020,35906,2.5,28,35527,35542,0.04,,2018-02-21 11:48:22.170118
2086,2018-02-20,K141,35393,36031,1.79,28,35673,35708,0.1,,2018-02-21 11:48:22.173668
2088,2018-02-20,H171,35439,36006,1.59,39,35724,35743,0.05,,2018-02-21 14:28:19.208415
2093,2018-02-20,H173,35283,36016,2.06,28,35728,35742,0.04,,2018-02-21 14:28:19.220657
2089,2018-02-20,H175,34025,37065,8.55,78,35738,35771,0.09,,2018-02-21 14:28:19.224886
2091,2018-02-20,H177,35357,36165,2.26,72,35754,35770,0.04,,2018-02-21 14:28:19.229131
2090,2018-02-20,H176,35118,36377,3.52,26,35742,35764,0.06,,2018-02-21 14:28:19.244511
2092,2018-02-20,H174,35350,36152,2.24,49,35730,35743,0.04,,2018-02-21 14:28:19.24883
2094,2018-02-20,H136,-1,-1,-0,-1,-1,-1,-0,,2018-02-21 15:44:09.868572
2096,2018-02-20,H140,0,0,0,0,0,0,0,,2018-02-21 15:44:09.902751
2095,2018-02-20,H137,-1,-1,-0,-1,-1,-1,-0,,2018-02-21 15:44:09.907212
2097,2018-02-20,H141,-1,-1,-0,-1,-1,-1,-0,,2018-02-21 15:44:09.911635
2098,2017-04-20,H166,35135,36431,3.62,58,35762,35779,0.05,,
2099,2017-04-20,H167,35265,36256,2.77,108,35730,35776,0.13,,
2100,2017-04-20,H165,34989,36329,3.76,17,35654,35682,0.08,,
2101,2017-06-02,K150,34980,36464,4.15,25,35708,35722,0.04,,
2102,2017-06-02,K173,35053,36313,3.53,67,35706,35732,0.07,,
2103,2017-06-02,K147,35279,35807,1.49,69,35559,35571,0.03,,
2104,2017-06-02,K149,34987,36217,3.45,51,35711,35734,0.06,,
2105,2017-06-02,K167,34757,36648,5.3,45,35671,35696,0.07,,
2108,2018-02-02,H128,35511,35912,1.12,175,35721,35742,0.06,,2018-02-21 22:35:50.051103
2106,2018-02-02,H129,35467,35899,1.21,26,35691,35739,0.13,,2018-02-21 22:35:50.065332
2107,2018-02-02,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-02-21 22:35:50.069132
2109,2018-02-02,H127,35308,35967,1.85,6,35722,35748,0.07,,2018-02-21 22:35:50.07292
2110,2016-12-02,K208,35447,35950,1.41,73,35696,35712,0.04,,
2111,2016-12-02,K210,35311,36085,2.17,47,35708,35719,0.03,,
2112,2016-12-02,K209,34714,36259,4.35,30,35516,35534,0.05,,
2113,2016-12-02,K172,35063,35925,2.43,32,35531,35549,0.05,,
2114,2017-07-03,K150,34980,36464,4.15,25,35708,35722,0.04,,
2115,2017-07-03,K173,35053,36313,3.53,67,35706,35732,0.07,,
2116,2017-07-03,K147,35279,35807,1.49,69,35559,35571,0.03,,
2117,2017-07-03,K149,34987,36217,3.45,51,35711,35734,0.06,,
2118,2017-07-03,K167,34757,36648,5.3,45,35671,35696,0.07,,
2121,2018-02-21,K239,34819,36639,5.09,20,35717,35725,0.02,,2018-02-21 23:11:47.166316
2120,2018-02-21,K238,35172,36287,3.12,6,35717,35717,0,,2018-02-21 23:11:47.170288
2122,2018-02-21,K250,35229,36127,2.52,23,35688,35699,0.03,,2018-02-21 23:11:47.186234
2119,2018-02-21,K237,35487,35968,1.35,11,35711,35718,0.02,,2018-02-21 23:11:47.189379
2125,2018-02-03,H128,35512,35899,1.08,175,35726,35738,0.03,,2018-02-21 23:16:10.230882
2123,2018-02-03,H129,35491,35906,1.16,28,35693,35736,0.12,,2018-02-21 23:16:10.243638
2124,2018-02-03,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-02-21 23:16:10.254694
2126,2018-02-03,H127,35294,35975,1.91,6,35723,35747,0.07,,2018-02-21 23:16:10.259113
2130,2018-02-03,K172,35046,35916,2.45,32,35527,35547,0.06,,2018-02-21 23:29:35.59715
2127,2018-02-03,K208,35431,35957,1.47,73,35699,35706,0.02,,2018-02-21 23:29:35.604651
2128,2018-02-03,K210,35305,36084,2.18,47,35709,35720,0.03,,2018-02-21 23:29:35.618569
2129,2018-02-03,K209,34675,36298,4.57,30,35519,35530,0.03,,2018-02-21 23:29:35.626434
2131,2017-12-21,K121,35299,36092,2.22,21,35718,35734,0.04,,
2132,2017-12-21,K168,-1,-1,-0,-1,-1,-1,-0,,
2133,2017-12-21,K115,35270,35840,1.6,36,35539,35553,0.04,,
2134,2017-12-21,K114,35130,36153,2.87,18,35715,35736,0.06,,
2135,2017-12-21,K171,35153,35918,2.15,52,35505,35530,0.07,,
2136,2017-12-21,K121,35299,36092,2.22,21,35718,35734,0.04,,
2137,2017-12-21,K168,-1,-1,-0,-1,-1,-1,-0,,
2138,2017-12-21,K115,35270,35840,1.6,36,35539,35553,0.04,,
2139,2017-12-21,K114,35130,36153,2.87,18,35715,35736,0.06,,
2140,2017-12-21,K171,35153,35918,2.15,52,35505,35530,0.07,,
2143,2018-02-21,K169,34923,36217,3.64,34,35562,35573,0.03,,2018-02-22 11:33:22.583353
2141,2018-02-21,K120,35020,35902,2.49,29,35525,35542,0.05,,2018-02-22 11:33:22.632684
2142,2018-02-21,K141,35394,36031,1.78,29,35672,35707,0.1,,2018-02-22 11:33:22.637484
2144,2018-02-21,H161,35157,36371,3.39,11,35740,35754,0.04,,2018-02-22 11:41:42.479355
2145,2018-02-21,H162,35369,36073,1.97,23,35740,35775,0.1,,2018-02-22 11:41:42.501431
2146,2018-02-21,H163,35370,36265,2.5,61,35690,35785,0.27,,2018-02-22 11:41:42.505595
2147,2017-04-21,H166,35143,36423,3.58,58,35763,35779,0.04,,
2148,2017-04-21,H167,35267,36255,2.76,108,35729,35776,0.13,,
2149,2017-04-21,H165,34984,36316,3.74,17,35657,35677,0.06,,
2150,2018-02-21,K218,34459,36853,6.71,8,35687,35690,0.01,,2018-02-22 17:13:33.216209
2151,2018-02-21,K219,35397,35983,1.64,5,35681,35685,0.01,,2018-02-22 17:13:33.244577
2154,2018-02-22,K115,35270,35838,1.6,37,35541,35553,0.03,,2018-02-23 10:53:27.539376
2152,2018-02-22,K121,35298,36099,2.24,22,35715,35734,0.05,,2018-02-23 10:53:27.545012
2153,2018-02-22,K168,35057,36018,2.7,36,35539,35566,0.08,,2018-02-23 10:53:27.549206
2155,2018-02-22,K114,35126,36159,2.9,18,35715,35735,0.06,,2018-02-23 10:53:27.563554
2156,2018-02-22,K171,35152,35919,2.16,53,35506,35531,0.07,,2018-02-23 10:53:27.567681
2157,2018-02-22,K218,34490,36821,6.54,8,35687,35691,0.01,,2018-02-23 12:15:02.520012
2158,2018-02-22,K219,35395,35984,1.65,5,35682,35688,0.02,,2018-02-23 12:15:02.526091
2159,2017-03-22,H166,35147,36425,3.57,58,35764,35779,0.04,,
2160,2017-03-22,H167,35266,36254,2.76,108,35731,35774,0.12,,
2161,2017-03-22,H165,34981,36314,3.74,17,35657,35677,0.06,,
2162,2018-02-22,H171,35445,36009,1.58,39,35722,35745,0.06,,2018-02-23 21:52:24.614222
2167,2018-02-22,H173,34970,36531,4.37,29,35724,35750,0.07,,2018-02-23 21:52:24.63538
2163,2018-02-22,H175,34015,37051,8.54,78,35732,35782,0.14,,2018-02-23 21:52:24.639345
2165,2018-02-22,H177,35361,36159,2.23,74,35753,35767,0.04,,2018-02-23 21:52:24.643056
2164,2018-02-22,H176,35438,36011,1.6,32,35744,35763,0.05,,2018-02-23 21:52:24.647111
2166,2018-02-22,H174,35410,36155,2.08,34,35727,35748,0.06,,2018-02-23 21:52:24.66447
2168,2017-08-23,K121,35300,36099,2.24,22,35717,35735,0.05,,
2169,2017-08-23,K115,35269,35839,1.6,37,35543,35553,0.03,,
2170,2017-08-23,K114,35129,36152,2.87,18,35714,35736,0.06,,
2171,2017-08-23,K171,35154,35921,2.16,54,35506,35531,0.07,,
2172,2017-03-23,H166,35134,36428,3.62,58,35761,35783,0.06,,
2173,2017-03-23,H167,35267,36257,2.77,108,35731,35775,0.12,,
2174,2017-03-23,H165,34986,36321,3.74,19,35655,35682,0.08,,
2175,2018-02-23,H171,35465,36001,1.5,17,35714,35750,0.1,,2018-02-24 19:06:24.244794
2180,2018-02-23,H173,35093,36243,3.22,40,35725,35747,0.06,,2018-02-24 19:06:24.253443
2176,2018-02-23,H175,34008,37015,8.47,79,35731,35784,0.15,,2018-02-24 19:06:24.257903
2178,2018-02-23,H177,35343,36140,2.23,74,35750,35771,0.06,,2018-02-24 19:06:24.261943
2177,2018-02-23,H176,35443,36013,1.6,33,35744,35759,0.04,,2018-02-24 19:06:24.281691
2179,2018-02-23,H174,35411,36153,2.07,35,35725,35748,0.06,,2018-02-24 19:06:24.286019
2181,2018-02-23,K218,34458,36846,6.7,7,35686,35691,0.01,,2018-02-24 21:14:21.857342
2182,2018-02-23,K219,35399,35989,1.65,6,35684,35690,0.02,,2018-02-24 21:14:21.862246
2185,2018-02-23,K169,34920,36219,3.65,38,35561,35574,0.04,,2018-02-24 21:48:43.030686
2183,2018-02-23,K120,34939,35979,2.93,36,35525,35545,0.06,,2018-02-24 21:48:43.056789
2184,2018-02-23,K141,35396,36029,1.77,32,35672,35706,0.1,,2018-02-24 21:48:43.07176
2186,2018-02-23,H161,35153,36370,3.4,14,35739,35757,0.05,,2018-02-24 21:57:31.090292
2187,2018-02-23,H162,35359,36084,2.03,28,35739,35775,0.1,,2018-02-24 21:57:31.095431
2188,2018-02-23,H163,35314,36203,2.49,45,35698,35777,0.22,,2018-02-24 21:57:31.099878
2189,2018-02-24,H171,35466,36002,1.5,19,35721,35750,0.08,,2018-02-25 12:46:19.553599
2194,2018-02-24,H173,35081,36224,3.21,44,35724,35747,0.06,,2018-02-25 12:46:19.559208
2190,2018-02-24,H175,34023,37040,8.49,79,35747,35767,0.06,,2018-02-25 12:46:19.563307
2192,2018-02-24,H177,35341,36139,2.23,74,35751,35770,0.05,,2018-02-25 12:46:19.574567
2191,2018-02-24,H176,35441,36009,1.59,35,35744,35759,0.04,,2018-02-25 12:46:19.579071
2193,2018-02-24,H174,35408,36158,2.1,35,35730,35744,0.04,,2018-02-25 12:46:19.583113
2195,2017-10-24,K120,34926,35980,2.97,37,35527,35542,0.04,,
2196,2017-10-24,K141,35388,36037,1.82,32,35671,35708,0.1,,
2197,2017-10-24,K169,34924,36215,3.63,41,35563,35573,0.03,,
2200,2018-02-21,K239,34819,36639,5.09,20,35717,35725,0.02,,2018-02-26 01:10:03.151114
2199,2018-02-21,K238,35172,36287,3.12,6,35717,35717,0,,2018-02-26 01:10:03.157916
2201,2018-02-21,K250,35229,36127,2.52,23,35688,35699,0.03,,2018-02-26 01:10:03.189943
2198,2018-02-21,K237,35487,35968,1.35,11,35711,35718,0.02,,2018-02-26 01:10:03.195661
2202,2017-03-25,H166,35140,36417,3.57,62,35763,35780,0.05,,
2203,2017-03-25,H167,35266,36256,2.77,113,35729,35776,0.13,,
2204,2017-03-25,H165,34944,36366,3.99,19,35654,35681,0.08,,
2205,2016-08-04,K150,35128,36298,3.28,41,35707,35723,0.04,,
2206,2016-08-04,K173,35107,36087,2.75,68,35705,35733,0.08,,
2207,2016-08-04,K147,35313,35798,1.36,101,35555,35576,0.06,,
2208,2016-08-04,K149,34926,36421,4.19,24,35712,35735,0.06,,
2209,2016-08-04,K167,34751,36658,5.34,52,35669,35695,0.07,,
2210,2018-02-25,K211,-1,-1,-0,-1,-1,-1,-0,,2018-02-26 17:32:44.238882
2211,2018-02-25,K212,-1,-1,-0,-1,-1,-1,-0,,2018-02-26 17:32:44.248895
2213,2018-02-25,H161,35145,36366,3.41,15,35731,35764,0.09,,2018-02-26 17:42:30.587339
2214,2018-02-25,H162,35357,36087,2.04,31,35741,35774,0.09,,2018-02-26 17:42:30.592938
2212,2018-02-25,H163,35347,36247,2.51,50,35727,35751,0.07,,2018-02-26 17:42:30.597093
2217,2018-02-25,K169,34922,36222,3.65,42,35562,35573,0.03,,2018-02-26 17:49:50.007612
2215,2018-02-25,K120,34934,35983,2.96,38,35527,35543,0.05,,2018-02-26 17:49:50.033592
2216,2018-02-25,K141,35387,36038,1.82,32,35672,35707,0.1,,2018-02-26 17:49:50.056556
2220,2018-02-04,H128,35513,35915,1.13,175,35718,35746,0.08,,2018-02-26 18:06:21.727064
2218,2018-02-04,H129,35426,35997,1.6,30,35695,35735,0.11,,2018-02-26 18:06:21.743453
2219,2018-02-04,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-02-26 18:06:21.779662
2221,2018-02-04,H127,35301,35979,1.9,8,35724,35746,0.06,,2018-02-26 18:06:21.783717
2222,2018-02-25,K220,35259,36121,2.42,11,35705,35717,0.03,,2018-02-26 18:23:05.818426
2223,2018-02-25,K221,35337,36204,2.42,5,35733,35737,0.01,,2018-02-26 18:23:05.823788
2224,2016-09-04,K208,35415,35929,1.44,43,35698,35706,0.02,,
2225,2016-09-04,K210,35311,36090,2.18,51,35709,35722,0.04,,
2226,2016-09-04,K209,34993,36094,3.1,24,35516,35531,0.04,,
2227,2016-09-04,K172,35075,35967,2.51,24,35528,35546,0.05,,
2232,2018-02-05,K167,34751,36658,5.34,52,35669,35695,0.07,,2018-02-26 18:37:06.20407
2230,2018-02-05,K147,35313,35798,1.36,101,35555,35576,0.06,,2018-02-26 18:37:06.209793
2228,2018-02-05,K150,35128,36298,3.28,41,35707,35723,0.04,,2018-02-26 18:37:06.267485
2229,2018-02-05,K173,35107,36087,2.75,68,35705,35733,0.08,,2018-02-26 18:37:06.271158
2231,2018-02-05,K149,34926,36421,4.19,24,35712,35735,0.06,,2018-02-26 18:37:06.296285
2233,2016-09-05,H129,35411,35988,1.62,33,35690,35738,0.13,,
2234,2016-09-05,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2235,2016-09-05,H128,35506,35898,1.1,175,35720,35745,0.07,,
2236,2016-09-05,H127,35296,35988,1.94,8,35723,35747,0.07,,
2237,2017-06-05,K208,35421,35922,1.4,43,35699,35708,0.03,,
2238,2017-06-05,K210,35314,36088,2.17,51,35712,35722,0.03,,
2239,2017-06-05,K209,34993,36096,3.1,24,35517,35529,0.03,,
2240,2017-06-05,K172,35083,35970,2.5,25,35527,35546,0.05,,
2241,2017-06-06,K150,35128,36298,3.28,41,35707,35723,0.04,,
2242,2017-06-06,K173,35107,36087,2.75,68,35705,35733,0.08,,
2243,2017-06-06,K147,35313,35798,1.36,101,35555,35576,0.06,,
2244,2017-06-06,K149,34926,36421,4.19,24,35712,35735,0.06,,
2245,2017-06-06,K167,34751,36658,5.34,52,35669,35695,0.07,,
2246,2017-07-06,H129,35386,35998,1.71,34,35690,35740,0.14,,
2247,2017-07-06,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2248,2017-07-06,H128,35510,35920,1.15,175,35719,35744,0.07,,
2249,2017-07-06,H127,35307,35976,1.88,11,35723,35747,0.07,,
2253,2018-02-06,K172,35083,35970,2.5,25,35527,35546,0.05,,2018-02-26 19:09:57.868208
2250,2018-02-06,K208,35421,35922,1.4,43,35699,35708,0.03,,2018-02-26 19:09:57.876617
2251,2018-02-06,K210,35314,36088,2.17,51,35712,35722,0.03,,2018-02-26 19:09:57.88062
2252,2018-02-06,K209,34993,36096,3.1,24,35517,35529,0.03,,2018-02-26 19:09:57.906226
2254,2016-11-07,K150,35128,36298,3.28,41,35707,35723,0.04,,
2255,2016-11-07,K173,35107,36087,2.75,68,35705,35733,0.08,,
2256,2016-11-07,K147,35313,35798,1.36,101,35555,35576,0.06,,
2257,2016-11-07,K149,34926,36421,4.19,24,35712,35735,0.06,,
2258,2016-11-07,K167,34751,36658,5.34,52,35669,35695,0.07,,
2259,2016-09-07,H129,35396,35999,1.69,39,35691,35739,0.13,,
2260,2016-09-07,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2261,2016-09-07,H128,35504,35915,1.15,175,35720,35744,0.07,,
2262,2016-09-07,H127,35313,35976,1.86,19,35722,35747,0.07,,
2263,2018-02-25,K218,35372,35986,1.72,8,35685,35689,0.01,,2018-02-26 21:22:51.882852
2264,2018-02-25,K219,35350,36008,1.84,5,35681,35687,0.02,,2018-02-26 21:22:51.888659
2268,2018-02-07,K172,35074,35968,2.52,25,35527,35546,0.05,,2018-02-26 23:16:05.891225
2265,2018-02-07,K208,35416,35922,1.42,44,35698,35706,0.02,,2018-02-26 23:16:05.89954
2266,2018-02-07,K210,35299,36062,2.14,42,35713,35722,0.03,,2018-02-26 23:16:05.922439
2267,2018-02-07,K209,34995,36096,3.1,24,35517,35532,0.04,,2018-02-26 23:16:05.930854
2269,2017-06-08,K150,35128,36298,3.28,41,35707,35723,0.04,,
2270,2017-06-08,K173,35107,36087,2.75,68,35705,35733,0.08,,
2271,2017-06-08,K147,35313,35798,1.36,101,35555,35576,0.06,,
2272,2017-06-08,K149,34926,36421,4.19,24,35712,35735,0.06,,
2273,2017-06-08,K167,34751,36658,5.34,52,35669,35695,0.07,,
2274,2016-09-08,H129,35412,35998,1.64,44,35694,35737,0.12,,
2275,2016-09-08,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2276,2016-09-08,H128,35493,35914,1.18,175,35720,35742,0.06,,
2277,2016-09-08,H127,35310,35981,1.88,21,35722,35746,0.07,,
2281,2018-02-08,K172,35080,35977,2.52,27,35529,35546,0.05,,2018-02-26 23:59:43.973367
2278,2018-02-08,K208,35411,35917,1.42,55,35698,35706,0.02,,2018-02-26 23:59:43.981752
2279,2018-02-08,K210,35300,36067,2.15,51,35711,35720,0.03,,2018-02-26 23:59:43.994611
2280,2018-02-08,K209,34995,36139,3.22,27,35517,35529,0.03,,2018-02-26 23:59:44.038632
2286,2018-02-09,K167,34753,36656,5.33,52,35669,35695,0.07,,2018-02-27 00:18:39.345682
2284,2018-02-09,K147,35351,35767,1.17,101,35559,35570,0.03,,2018-02-27 00:18:39.368716
2282,2018-02-09,K150,35144,36305,3.25,41,35708,35722,0.04,,2018-02-27 00:18:39.373963
2283,2018-02-09,K173,35105,36085,2.75,68,35703,35734,0.09,,2018-02-27 00:18:39.378074
2285,2018-02-09,K149,34922,36423,4.21,24,35712,35735,0.06,,2018-02-27 00:18:39.404887
2289,2018-02-09,H128,35489,35917,1.2,175,35720,35745,0.07,,2018-02-27 00:24:46.007524
2287,2018-02-09,H129,35369,36038,1.87,49,35690,35741,0.14,,2018-02-27 00:24:46.01254
2288,2018-02-09,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-02-27 00:24:46.016468
2290,2018-02-09,H127,35296,35985,1.93,23,35723,35746,0.06,,2018-02-27 00:24:46.020164
2291,2016-08-09,K208,35411,35917,1.42,55,35698,35706,0.02,,
2292,2016-08-09,K210,35300,36067,2.15,51,35711,35720,0.03,,
2293,2016-08-09,K209,34995,36139,3.22,27,35517,35529,0.03,,
2294,2016-08-09,K172,35080,35977,2.52,27,35529,35546,0.05,,
2295,2017-01-10,K150,35144,36305,3.25,41,35708,35722,0.04,,
2296,2017-01-10,K173,35105,36085,2.75,68,35703,35734,0.09,,
2297,2017-01-10,K147,35351,35767,1.17,101,35559,35570,0.03,,
2298,2017-01-10,K149,34922,36423,4.21,24,35712,35735,0.06,,
2299,2017-01-10,K167,34753,36656,5.33,52,35669,35695,0.07,,
2302,2018-02-10,H128,35515,35927,1.15,175,35718,35746,0.08,,2018-02-27 00:45:28.583928
2300,2018-02-10,H129,35367,36032,1.86,49,35694,35737,0.12,,2018-02-27 00:45:28.613926
2301,2018-02-10,H130,35186,36120,2.62,-1,35707,35741,0.1,,2018-02-27 00:45:28.617744
2303,2018-02-10,H127,35292,36000,1.99,27,35722,35747,0.07,,2018-02-27 00:45:28.621451
2307,2018-02-11,K172,35077,35974,2.52,27,35527,35545,0.05,,2018-02-27 00:58:07.245595
2304,2018-02-11,K208,35411,35918,1.42,54,35698,35706,0.02,,2018-02-27 00:58:07.252781
2305,2018-02-11,K210,35309,36057,2.1,51,35711,35721,0.03,,2018-02-27 00:58:07.256232
2306,2018-02-11,K209,34995,36139,3.22,27,35517,35529,0.03,,2018-02-27 00:58:07.262833
2308,2016-08-10,K208,35411,35917,1.42,55,35698,35706,0.02,,
2309,2016-08-10,K210,35300,36067,2.15,51,35711,35720,0.03,,
2310,2016-08-10,K209,34995,36139,3.22,27,35517,35529,0.03,,
2311,2016-08-10,K172,35080,35977,2.52,27,35529,35546,0.05,,
2316,2018-02-12,K167,34753,36656,5.33,52,35669,35695,0.07,,2018-02-27 01:14:41.44832
2314,2018-02-12,K147,35351,35767,1.17,101,35559,35570,0.03,,2018-02-27 01:14:41.459661
2312,2018-02-12,K150,35144,36305,3.25,41,35708,35722,0.04,,2018-02-27 01:14:41.465097
2313,2018-02-12,K173,35105,36085,2.75,68,35703,35734,0.09,,2018-02-27 01:14:41.469198
2315,2018-02-12,K149,34922,36423,4.21,24,35712,35735,0.06,,2018-02-27 01:14:41.512719
2317,2016-09-11,H129,35218,36133,2.56,49,35692,35738,0.13,,
2318,2016-09-11,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2319,2016-09-11,H128,35500,35907,1.14,175,35725,35739,0.04,,
2320,2016-09-11,H127,35303,36011,1.99,29,35723,35746,0.06,,
2324,2018-02-11,K172,35077,35974,2.52,27,35527,35545,0.05,,2018-02-27 01:43:00.115455
2321,2018-02-11,K208,35411,35918,1.42,54,35698,35706,0.02,,2018-02-27 01:43:00.13502
2322,2018-02-11,K210,35309,36057,2.1,51,35711,35721,0.03,,2018-02-27 01:43:00.140868
2323,2018-02-11,K209,34995,36139,3.22,27,35517,35529,0.03,,2018-02-27 01:43:00.161928
2329,2018-02-12,K167,34753,36656,5.33,52,35669,35695,0.07,,2018-02-27 01:56:45.406185
2327,2018-02-12,K147,35351,35767,1.17,101,35559,35570,0.03,,2018-02-27 01:56:45.420811
2325,2018-02-12,K150,35144,36305,3.25,41,35708,35722,0.04,,2018-02-27 01:56:45.428308
2326,2018-02-12,K173,35105,36085,2.75,68,35703,35734,0.09,,2018-02-27 01:56:45.452928
2328,2018-02-12,K149,34922,36423,4.21,24,35712,35735,0.06,,2018-02-27 01:56:45.468433
2330,2016-09-12,H129,35203,36155,2.67,52,35691,35739,0.13,,
2331,2016-09-12,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2332,2016-09-12,H128,35495,35928,1.21,175,35718,35745,0.08,,
2333,2016-09-12,H127,35298,36009,1.99,32,35721,35747,0.07,,
2337,2018-02-12,K172,35071,35972,2.54,27,35526,35545,0.05,,2018-02-27 02:09:13.91133
2334,2018-02-12,K208,35411,35918,1.42,55,35697,35705,0.02,,2018-02-27 02:09:13.927131
2335,2018-02-12,K210,35299,36062,2.14,52,35712,35721,0.03,,2018-02-27 02:09:13.954952
2336,2018-02-12,K209,35004,36138,3.19,26,35518,35529,0.03,,2018-02-27 02:09:13.963814
2338,2018-02-25,H171,35472,36007,1.5,20,35712,35752,0.11,,2018-02-27 03:01:14.198363
2343,2018-02-25,H173,35208,36212,2.81,44,35723,35749,0.07,,2018-02-27 03:01:14.204269
2339,2018-02-25,H175,34016,37030,8.48,80,35739,35775,0.1,,2018-02-27 03:01:14.208422
2341,2018-02-25,H177,35350,36136,2.2,75,35752,35767,0.04,,2018-02-27 03:01:14.212515
2340,2018-02-25,H176,35446,36009,1.58,36,35744,35759,0.04,,2018-02-27 03:01:14.253421
2342,2018-02-25,H174,35408,36151,2.08,42,35724,35750,0.07,,2018-02-27 03:01:14.258043
2344,2018-01-24,K121,35289,36098,2.27,30,35717,35734,0.05,,
2345,2018-01-24,K168,35058,36012,2.68,45,35542,35565,0.06,,
2346,2018-01-24,K115,35264,35840,1.62,21,35541,35552,0.03,,
2347,2018-01-24,K114,35128,36156,2.88,15,35715,35736,0.06,,
2348,2018-01-24,K171,35138,35906,2.16,53,35505,35530,0.07,,
2349,2017-11-26,K121,35289,36098,2.27,30,35717,35734,0.05,,
2350,2017-11-26,K168,35058,36012,2.68,45,35542,35565,0.06,,
2351,2017-11-26,K115,35265,35842,1.62,21,35541,35553,0.03,,
2352,2017-11-26,K114,35125,36160,2.9,15,35716,35736,0.06,,
2353,2017-11-26,K171,35138,35906,2.16,53,35505,35530,0.07,,
2354,2018-02-26,K211,-1,-1,-0,-1,-1,-1,-0,,2018-02-27 14:37:55.839901
2355,2018-02-26,K212,-1,-1,-0,-1,-1,-1,-0,,2018-02-27 14:37:55.885492
2356,2018-02-26,K220,35264,36120,2.4,10,35706,35715,0.03,,2018-02-27 15:13:51.961034
2357,2018-02-26,K221,35343,36205,2.41,5,35733,35736,0.01,,2018-02-27 15:13:51.966493
2358,2018-02-26,H161,35154,36371,3.4,8,35741,35753,0.03,,2018-02-27 18:11:06.714179
2359,2018-02-26,H162,35358,36085,2.04,45,35739,35775,0.1,,2018-02-27 18:11:06.721601
2360,2018-02-26,H163,35332,36252,2.57,50,35711,35756,0.13,,2018-02-27 18:11:06.749295
2363,2018-02-26,K169,34921,36219,3.65,44,35562,35573,0.03,,2018-02-27 18:16:37.630673
2361,2018-02-26,K120,34934,35980,2.95,39,35528,35543,0.04,,2018-02-27 18:16:37.673667
2362,2018-02-26,K141,35405,36017,1.71,29,35672,35707,0.1,,2018-02-27 18:16:37.731732
2366,2018-02-22,K239,34813,36643,5.12,21,35716,35724,0.02,,2018-02-27 23:19:14.158522
2365,2018-02-22,K238,35179,36291,3.11,6,35714,35718,0.01,,2018-02-27 23:19:14.164221
2367,2018-02-22,K250,35214,36151,2.63,25,35689,35698,0.03,,2018-02-27 23:19:14.168207
2364,2018-02-22,K237,35487,35966,1.34,11,35711,35719,0.02,,2018-02-27 23:19:14.17205
2368,2018-02-26,H136,-1,-1,-0,-1,-1,-1,-0,,2018-02-27 23:46:54.24214
2370,2018-02-26,H140,0,0,0,0,0,0,0,,2018-02-27 23:46:54.247377
2369,2018-02-26,H137,-1,-1,-0,-1,-1,-1,-0,,2018-02-27 23:46:54.251072
2371,2018-02-26,H141,-1,-1,-0,-1,-1,-1,-0,,2018-02-27 23:46:54.254834
2374,2018-02-23,K239,34810,36648,5.14,20,35716,35724,0.02,,2018-02-28 01:05:11.956629
2373,2018-02-23,K238,34731,36734,5.61,6,35714,35716,0.01,,2018-02-28 01:05:11.979309
2375,2018-02-23,K250,35214,36154,2.63,26,35688,35697,0.03,,2018-02-28 01:05:11.982902
2372,2018-02-23,K237,35487,35971,1.35,11,35711,35719,0.02,,2018-02-28 01:05:11.98669
2376,2018-02-26,K218,35369,35987,1.73,8,35684,35690,0.02,,2018-02-28 01:24:16.744489
2377,2018-02-26,K219,35359,36008,1.82,5,35681,35688,0.02,,2018-02-28 01:24:16.750337
2380,2018-02-27,K115,35232,35865,1.78,22,35541,35553,0.03,,2018-02-28 10:46:43.543511
2378,2018-02-27,K121,35295,36095,2.24,30,35718,35735,0.05,,2018-02-28 10:46:43.556645
2379,2018-02-27,K168,35073,35997,2.6,30,35543,35569,0.07,,2018-02-28 10:46:43.566496
2381,2018-02-27,K114,35214,36085,2.44,12,35715,35736,0.06,,2018-02-28 10:46:43.570484
2382,2018-02-27,K171,35135,35908,2.18,54,35506,35531,0.07,,2018-02-28 10:46:43.574629
2383,2017-03-27,H166,35133,36421,3.6,66,35765,35779,0.04,,
2384,2017-03-27,H167,35265,36256,2.77,113,35730,35775,0.13,,
2385,2017-03-27,H165,34951,36371,3.98,21,35652,35681,0.08,,
2386,2018-02-27,K211,-1,-1,-0,-1,-1,-1,-0,,2018-02-28 13:50:04.613862
2387,2018-02-27,K212,-1,-1,-0,-1,-1,-1,-0,,2018-02-28 13:50:04.619942
